RPM,Torque_Nm,BSFC_g_per_kWh,Power_kW,Power_hp,Fuel_Flow_g_per_s
800.0,0.0,791.8866666666667,0.0,0.0,0.0
852.5252525252525,0.0,788.2380185695338,0.0,0.0,0.0
905.0505050505051,0.0,784.6666197326804,0.0,0.0,0.0
957.5757575757575,0.0,781.1724701561066,0.0,0.0,0.0
1010.1010101010102,0.0,777.7555698398123,0.0,0.0,0.0
1062.6262626262626,0.0,774.4159187837976,0.0,0.0,0.0
1115.151515151515,0.0,771.1535169880624,0.0,0.0,0.0
1167.6767676767677,0.0,767.9683644526069,0.0,0.0,0.0
1220.2020202020203,0.0,764.8604611774308,0.0,0.0,0.0
1272.7272727272727,0.0,761.8298071625345,0.0,0.0,0.0
1325.2525252525252,0.0,758.8764024079176,0.0,0.0,0.0
1377.7777777777778,0.0,756.0002469135802,0.0,0.0,0.0
1430.3030303030303,0.0,753.2013406795224,0.0,0.0,0.0
1482.8282828282827,0.0,750.4796837057443,0.0,0.0,0.0
1535.3535353535353,0.0,747.8352759922457,0.0,0.0,0.0
1587.878787878788,0.0,745.2681175390267,0.0,0.0,0.0
1640.4040404040404,0.0,742.7782083460871,0.0,0.0,0.0
1692.9292929292928,0.0,740.3655484134272,0.0,0.0,0.0
1745.4545454545455,0.0,738.0301377410469,0.0,0.0,0.0
1797.9797979797981,0.0,735.771976328946,0.0,0.0,0.0
1850.5050505050506,0.0,733.5910641771247,0.0,0.0,0.0
1903.030303030303,0.0,731.4874012855831,0.0,0.0,0.0
1955.5555555555557,0.0,729.4609876543211,0.0,0.0,0.0
2008.080808080808,0.0,727.5118232833385,0.0,0.0,0.0
2060.6060606060605,0.0,725.6399081726355,0.0,0.0,0.0
2113.131313131313,0.0,723.845242322212,0.0,0.0,0.0
2165.6565656565654,0.0,722.1278257320682,0.0,0.0,0.0
2218.181818181818,0.0,720.4876584022038,0.0,0.0,0.0
2270.7070707070707,0.0,718.9247403326192,0.0,0.0,0.0
2323.2323232323233,0.0,717.4390715233139,0.0,0.0,0.0
2375.757575757576,0.0,716.0306519742883,0.0,0.0,0.0
2428.2828282828286,0.0,714.6994816855423,0.0,0.0,0.0
2480.808080808081,0.0,713.4455606570758,0.0,0.0,0.0
2533.333333333333,0.0,712.268888888889,0.0,0.0,0.0
2585.8585858585857,0.0,711.1694663809815,0.0,0.0,0.0
2638.3838383838383,0.0,710.1472931333537,0.0,0.0,0.0
2690.909090909091,0.0,709.2023691460056,0.0,0.0,0.0
2743.4343434343436,0.0,708.3346944189368,0.0,0.0,0.0
2795.9595959595963,0.0,707.5442689521478,0.0,0.0,0.0
2848.4848484848485,0.0,706.8310927456382,0.0,0.0,0.0
2901.010101010101,0.0,706.1951657994082,0.0,0.0,0.0
2953.5353535353534,0.0,705.6364881134577,0.0,0.0,0.0
3006.060606060606,0.0,705.155059687787,0.0,0.0,0.0
3058.5858585858587,0.0,704.7508805223957,0.0,0.0,0.0
3111.1111111111113,0.0,704.4239506172839,0.0,0.0,0.0
3163.6363636363635,0.0,704.1742699724518,0.0,0.0,0.0
3216.161616161616,0.0,704.0018385878992,0.0,0.0,0.0
3268.686868686869,0.0,703.9066564636262,0.0,0.0,0.0
3321.212121212121,0.0,703.8887235996327,0.0,0.0,0.0
3373.7373737373737,0.0,703.9480399959189,0.0,0.0,0.0
3426.2626262626263,0.0,704.0846056524845,0.0,0.0,0.0
3478.787878787879,0.0,704.2984205693297,0.0,0.0,0.0
3531.313131313131,0.0,704.5894847464544,0.0,0.0,0.0
3583.838383838384,0.0,704.9577981838588,0.0,0.0,0.0
3636.3636363636365,0.0,705.4033608815428,0.0,0.0,0.0
3688.888888888889,0.0,705.9261728395062,0.0,0.0,0.0
3741.4141414141413,0.0,706.5262340577492,0.0,0.0,0.0
3793.939393939394,0.0,707.2035445362718,0.0,0.0,0.0
3846.4646464646466,0.0,707.958104275074,0.0,0.0,0.0
3898.989898989899,0.0,708.7899132741558,0.0,0.0,0.0
3951.5151515151515,0.0,709.698971533517,0.0,0.0,0.0
4004.040404040404,0.0,710.6852790531578,0.0,0.0,0.0
4056.565656565657,0.0,711.7488358330784,0.0,0.0,0.0
4109.090909090909,0.0,712.8896418732783,0.0,0.0,0.0
4161.616161616162,0.0,714.1076971737577,0.0,0.0,0.0
4214.141414141414,0.0,715.4030017345169,0.0,0.0,0.0
4266.666666666666,0.0,716.7755555555556,0.0,0.0,0.0
4319.191919191919,0.0,718.2253586368738,0.0,0.0,0.0
4371.717171717171,0.0,719.7524109784715,0.0,0.0,0.0
4424.242424242424,0.0,721.3567125803489,0.0,0.0,0.0
4476.767676767677,0.0,723.0382634425059,0.0,0.0,0.0
4529.292929292929,0.0,724.7970635649424,0.0,0.0,0.0
4581.818181818182,0.0,726.6331129476584,0.0,0.0,0.0
4634.343434343435,0.0,728.5464115906541,0.0,0.0,0.0
4686.868686868687,0.0,730.5369594939293,0.0,0.0,0.0
4739.39393939394,0.0,732.6047566574839,0.0,0.0,0.0
4791.919191919193,0.0,734.7498030813183,0.0,0.0,0.0
4844.444444444444,0.0,736.9720987654321,0.0,0.0,0.0
4896.969696969697,0.0,739.2716437098256,0.0,0.0,0.0
4949.49494949495,0.0,741.6484379144986,0.0,0.0,0.0
5002.020202020202,0.0,744.1024813794511,0.0,0.0,0.0
5054.545454545455,0.0,746.6337741046832,0.0,0.0,0.0
5107.070707070707,0.0,749.2423160901949,0.0,0.0,0.0
5159.595959595959,0.0,751.9281073359862,0.0,0.0,0.0
5212.121212121212,0.0,754.6911478420569,0.0,0.0,0.0
5264.646464646465,0.0,757.5314376084073,0.0,0.0,0.0
5317.171717171717,0.0,760.4489766350373,0.0,0.0,0.0
5369.69696969697,0.0,763.4437649219467,0.0,0.0,0.0
5422.222222222223,0.0,766.5158024691359,0.0,0.0,0.0
5474.747474747474,0.0,769.6650892766045,0.0,0.0,0.0
5527.272727272727,0.0,772.8916253443526,0.0,0.0,0.0
5579.79797979798,0.0,776.1954106723804,0.0,0.0,0.0
5632.323232323232,0.0,779.5764452606877,0.0,0.0,0.0
5684.848484848485,0.0,783.0347291092746,0.0,0.0,0.0
5737.373737373738,0.0,786.570262218141,0.0,0.0,0.0
5789.89898989899,0.0,790.183044587287,0.0,0.0,0.0
5842.424242424242,0.0,793.8730762167127,0.0,0.0,0.0
5894.949494949495,0.0,797.6403571064177,0.0,0.0,0.0
5947.474747474747,0.0,801.4848872564024,0.0,0.0,0.0
6000.0,0.0,805.4066666666668,0.0,0.0,0.0
800.0,2.0202020202020203,742.7391921614006,0.16925285021799769,0.22697145719933928,0.03491964590053615
852.5252525252525,2.0202020202020203,739.101155226394,0.18036541109089654,0.2418736235811141,0.03703007880560141
905.0505050505051,2.0202020202020203,735.5403675516669,0.19147797196379537,0.2567757899628889,0.03912216052119384
957.5757575757575,2.0202020202020203,732.0568291372194,0.20259053283669418,0.27167795634466363,0.04119660641156947
1010.1010101010102,2.0202020202020203,728.6505399830514,0.21370309370959306,0.2865801227264385,0.04325413184098434
1062.6262626262626,2.0202020202020203,725.321500089163,0.22481565458249186,0.3014822891082133,0.045295452173694475
1115.151515151515,2.0202020202020203,722.0697094555542,0.2359282154553907,0.31638445548998806,0.047321282773955926
1167.6767676767677,2.0202020202020203,718.895168082225,0.24704077632828958,0.33128662187176294,0.049332339006024746
1220.2020202020203,2.0202020202020203,715.7978759691753,0.25815333720118844,0.34618878825353777,0.05132933623415693
1272.7272727272727,2.0202020202020203,712.7778331164052,0.26926589807408724,0.3610909546353125,0.053312989822608535
1325.2525252525252,2.0202020202020203,709.8350395239147,0.2803784589469861,0.3759931210170873,0.0552840151356356
1377.7777777777778,2.0202020202020203,706.9694951917036,0.2914910198198849,0.3908952873988621,0.05724312753749414
1430.3030303030303,2.0202020202020203,704.1812001197723,0.30260358069278376,0.4057974537806369,0.059191042392440225
1482.8282828282827,2.0202020202020203,701.4701543081203,0.31371614156568256,0.42069962016241164,0.061128475064729855
1535.3535353535353,2.0202020202020203,698.836357756748,0.3248287024385814,0.43560178654418646,0.0630561409186191
1587.878787878788,2.0202020202020203,696.2798104656553,0.3359412633114803,0.4505039529259613,0.06497475531836397
1640.4040404040404,2.0202020202020203,693.8005124348422,0.34705382418437913,0.4654061193077361,0.06688503362822051
1692.9292929292928,2.0202020202020203,691.3984636643086,0.35816638505727794,0.4803082856895109,0.06878769121244475
1745.4545454545455,2.0202020202020203,689.0736641540544,0.3692789459301768,0.4952104520712857,0.07068344343529274
1797.9797979797981,2.0202020202020203,686.8261139040799,0.38039150680307565,0.5101126184530606,0.07257300566102051
1850.5050505050506,2.0202020202020203,684.655812914385,0.39150406767597445,0.5250147848348353,0.07445709325388408
1903.030303030303,2.0202020202020203,682.5627611849696,0.4026166285488733,0.5399169512166101,0.07633642157813951
1955.5555555555557,2.0202020202020203,680.5469587158339,0.41372918942177217,0.554819117598385,0.07821170599804282
2008.080808080808,2.0202020202020203,678.6084055069775,0.424841750294671,0.5697212839801598,0.08008366187785006
2060.6060606060605,2.0202020202020203,676.7471015584009,0.4359543111675698,0.5846234503619344,0.08195300458181724
2113.131313131313,2.0202020202020203,674.9630468701038,0.44706687204046863,0.5995256167437093,0.08382044947420042
2165.6565656565654,2.0202020202020203,673.2562414420863,0.45817943291336743,0.6144277831254841,0.08568671191925563
2218.181818181818,2.0202020202020203,671.6266852743483,0.4692919937862663,0.6293299495072588,0.08755250728123892
2270.7070707070707,2.0202020202020203,670.0743783668898,0.4804045546591652,0.6442321158890337,0.0894185509244063
2323.2323232323233,2.0202020202020203,668.5993207197109,0.491517115532064,0.6591342822708085,0.0912855582130138
2375.757575757576,2.0202020202020203,667.2015123328117,0.5026296764049629,0.6740364486525834,0.0931542445113175
2428.2828282828286,2.0202020202020203,665.8809532061919,0.5137422372778617,0.6889386150343582,0.09502532518357339
2480.808080808081,2.0202020202020203,664.6376433398518,0.5248547981507605,0.7038407814161329,0.09689951559403752
2533.333333333333,2.0202020202020203,663.4715827337911,0.5359673590236593,0.7187429477979077,0.09877753110696592
2585.8585858585857,2.0202020202020203,662.3827713880102,0.5470799198965582,0.7336451141796826,0.10066008708661468
2638.3838383838383,2.0202020202020203,661.3712093025086,0.558192480769457,0.7485472805614574,0.10254789889723975
2690.909090909091,2.0202020202020203,660.4368964772868,0.5693050416423558,0.7634494469432321,0.10444168190309723
2743.4343434343436,2.0202020202020203,659.5798329123444,0.5804176025152548,0.778351613325007,0.10634215146844311
2795.9595959595963,2.0202020202020203,658.8000186076815,0.5915301633881537,0.7932537797067819,0.10825002295753348
2848.4848484848485,2.0202020202020203,658.0974535632984,0.6026427242610525,0.8081559460885567,0.11016601173462433
2901.010101010101,2.0202020202020203,657.4721377791948,0.6137552851339513,0.8230581124703314,0.11209083316397173
2953.5353535353534,2.0202020202020203,656.9240712553706,0.62486784600685,0.837960278852106,0.11402520260983162
3006.060606060606,2.0202020202020203,656.453253991826,0.6359804068797489,0.8528624452338809,0.11596983543646018
3058.5858585858587,2.0202020202020203,656.0596859885611,0.6470929677526478,0.8677646116156558,0.1179254470081134
3111.1111111111113,2.0202020202020203,655.7433672455757,0.6582055286255466,0.8826667779974305,0.11989275268904724
3163.6363636363635,2.0202020202020203,655.5042977628698,0.6693180894984454,0.8975689443792053,0.12187246784351781
3216.161616161616,2.0202020202020203,655.3424775404435,0.6804306503713442,0.9124711107609801,0.1238653078357811
3268.686868686869,2.0202020202020203,655.2579065782968,0.6915432112442431,0.927373277142755,0.12587198803009322
3321.212121212121,2.0202020202020203,655.2505848764297,0.7026557721171419,0.9422754435245297,0.12789322379071014
3373.7373737373737,2.0202020202020203,655.320512434842,0.7137683329900408,0.9571776099063046,0.1299297304818879
3426.2626262626263,2.0202020202020203,655.467689253534,0.7248808938629396,0.9720797762880794,0.13198222346788258
3478.787878787879,2.0202020202020203,655.6921153325056,0.7359934547358385,0.9869819426698543,0.1340514181129502
3531.313131313131,2.0202020202020203,655.9937906717566,0.7471060156087372,1.0018841090516288,0.1361380297813467
3583.838383838384,2.0202020202020203,656.3727152712873,0.7582185764816362,1.0167862754334038,0.13824277383732828
3636.3636363636365,2.0202020202020203,656.8288891310976,0.769331137354535,1.0316884418151786,0.14036636564515087
3688.888888888889,2.0202020202020203,657.3623122511874,0.7804436982274339,1.0465906081969534,0.1425095205690705
3741.4141414141413,2.0202020202020203,657.9729846315568,0.7915562591003327,1.0614927745787281,0.14467295397334326
3793.939393939394,2.0202020202020203,658.6609062722057,0.8026688199732316,1.0763949409605031,0.14685738122222516
3846.4646464646466,2.0202020202020203,659.4260771731341,0.8137813808461304,1.091297107342278,0.14906351767997222
3898.989898989899,2.0202020202020203,660.2684973343421,0.8248939417190291,1.1061992737240525,0.1512920787108405
3951.5151515151515,2.0202020202020203,661.1881667558298,0.836006502591928,1.1211014401058275,0.15354377967908603
4004.040404040404,2.0202020202020203,662.1850854375969,0.8471190634648269,1.1360036064876022,0.15581933594896485
4056.565656565657,2.0202020202020203,663.2592533796436,0.8582316243377258,1.1509057728693772,0.158119462884733
4109.090909090909,2.0202020202020203,664.41067058197,0.8693441852106245,1.1658079392511518,0.16044487585064648
4161.616161616162,2.0202020202020203,665.6393370445758,0.8804567460835233,1.1807101056329266,0.16279629021096134
4214.141414141414,2.0202020202020203,666.9452527674612,0.8915693069564222,1.1956122720147013,0.16517442132993368
4266.666666666666,2.0202020202020203,668.3284177506262,0.9026818678293209,1.210514438396476,0.1675799845718194
4319.191919191919,2.0202020202020203,669.7888319940707,0.9137944287022198,1.2254166047782509,0.1700136953008747
4371.717171717171,2.0202020202020203,671.3264954977949,0.9249069895751186,1.2403187711600256,0.17247626888135553
4424.242424242424,2.0202020202020203,672.9414082617985,0.9360195504480175,1.2552209375418006,0.17496842067751792
4476.767676767677,2.0202020202020203,674.6335702860817,0.9471321113209165,1.2701231039235754,0.1774908660536179
4529.292929292929,2.0202020202020203,676.4029815706446,0.9582446721938154,1.2850252703053504,0.18004432037391158
4581.818181818182,2.0202020202020203,678.249642115487,0.9693572330667141,1.299927436687125,0.18262949900265485
4634.343434343435,2.0202020202020203,680.1735519206088,0.9804697939396129,1.3148296030688997,0.18524711730410384
4686.868686868687,2.0202020202020203,682.1747109860104,0.9915823548125118,1.3297317694506747,0.1878978906425147
4739.39393939394,2.0202020202020203,684.2531193116914,1.0026949156854106,1.3446339358324495,0.19058253438214323
4791.919191919193,2.0202020202020203,686.408776897652,1.0138074765583096,1.3595361022142245,0.19330176388724563
4844.444444444444,2.0202020202020203,688.6416837438921,1.0249200374312082,1.3744382685959988,0.19605629452207782
4896.969696969697,2.0202020202020203,690.951839850412,1.0360325983041072,1.389340434977774,0.19884684165089603
4949.49494949495,2.0202020202020203,693.3392452172113,1.047145159177006,1.4042426013595488,0.2016741206379561
5002.020202020202,2.0202020202020203,695.8038998442901,1.0582577200499048,1.4191447677413234,0.20453884684751408
5054.545454545455,2.0202020202020203,698.3458037316486,1.0693702809228038,1.4340469341230986,0.2074417356438262
5107.070707070707,2.0202020202020203,700.9649568792865,1.0804828417957024,1.448949100504873,0.21038350239114822
